"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"4","1968","14","Chhattisgarh","Bilaspur","2489.0","86.85","3.08","2.57","342.0","11.93","0.42","0.35","35.0","1.22","0.04","0.04","2866.0","3.54","2.96"
"4","1969","14","Chhattisgarh","Bilaspur","3250.0","84.18","4.03","3.38","580.0","15.02","0.72","0.6","31.0","0.8","0.04","0.03","3861.0","4.78","4.02"
"4","1970","14","Chhattisgarh","Bilaspur","5096.0","75.9","6.3","5.05","1491.0","22.21","1.84","1.48","127.0","1.89","0.16","0.13","6714.0","8.3","6.65"
"4","1971","14","Chhattisgarh","Bilaspur","6682.0","68.23","8.23","6.5","2946.0","30.08","3.63","2.87","166.0","1.69","0.2","0.16","9794.0","12.06","9.53"
"4","1972","14","Chhattisgarh","Bilaspur","6363.0","70.18","7.83","6.15","2418.0","26.67","2.97","2.34","286.0","3.15","0.35","0.28","9067.0","11.15","8.77"
"4","1973","14","Chhattisgarh","Bilaspur","6540.0","70.6","8.0","6.2","2369.0","25.57","2.9","2.25","354.0","3.82","0.43","0.34","9263.0","11.32","8.78"
"4","1974","14","Chhattisgarh","Bilaspur","2754.0","74.29","3.39","2.77","702.0","18.94","0.86","0.7","251.0","6.77","0.31","0.25","3707.0","4.56","3.72"
"4","1975","14","Chhattisgarh","Bilaspur","4561.0","74.59","5.59","4.39","1198.0","19.59","1.47","1.15","356.0","5.82","0.44","0.34","6115.0","7.49","5.89"
"4","1976","14","Chhattisgarh","Bilaspur","4736.0","73.92","5.84","4.78","1520.0","23.72","1.87","1.54","151.0","2.36","0.19","0.15","6407.0","7.9","6.47"
"4","1977","14","Chhattisgarh","Bilaspur","5269.0","69.42","6.43","5.08","2132.0","28.09","2.6","2.05","189.0","2.49","0.23","0.18","7590.0","9.27","7.31"
"4","1978","14","Chhattisgarh","Bilaspur","6051.0","69.38","7.36","5.79","2410.0","27.63","2.93","2.31","261.0","2.99","0.32","0.25","8722.0","10.61","8.35"
"4","1979","14","Chhattisgarh","Bilaspur","3196.0","62.34","3.95","3.61","1622.0","31.64","2.0","1.83","309.0","6.03","0.38","0.35","5127.0","6.33","5.78"
"4","1980","14","Chhattisgarh","Bilaspur","6555.0","72.23","8.05","6.49","2007.0","22.12","2.46","1.99","513.0","5.65","0.63","0.51","9075.0","11.14","8.99"
"4","1981","14","Chhattisgarh","Bilaspur","7389.0","69.26","9.06","7.24","2859.0","26.8","3.51","2.8","420.0","3.94","0.52","0.41","10668.0","13.08","10.45"
"4","1982","14","Chhattisgarh","Bilaspur","6396.0","69.89","7.79","6.45","2358.0","25.77","2.87","2.38","397.0","4.34","0.48","0.4","9151.0","11.15","9.23"
"4","1983","14","Chhattisgarh","Bilaspur","9085.0","68.58","11.1","8.61","3571.0","26.96","4.36","3.38","591.0","4.46","0.72","0.56","13247.0","16.18","12.55"
"4","1984","14","Chhattisgarh","Bilaspur","13057.0","68.05","15.87","12.99","5394.0","28.11","6.56","5.37","735.0","3.83","0.89","0.73","19186.0","23.32","19.08"
"4","1985","14","Chhattisgarh","Bilaspur","17188.0","62.05","20.73","16.08","9531.0","34.41","11.49","8.92","982.0","3.54","1.18","0.92","27701.0","33.4","25.92"
"4","1986","14","Chhattisgarh","Bilaspur","17661.0","64.24","21.34","17.51","8536.0","31.05","10.31","8.46","1294.0","4.71","1.56","1.28","27491.0","33.21","27.26"
"4","1987","14","Chhattisgarh","Bilaspur","17667.0","66.59","21.4","17.03","7796.0","29.38","9.44","7.52","1068.0","4.03","1.29","1.03","26531.0","32.13","25.58"
"4","1988","14","Chhattisgarh","Bilaspur","25526.0","67.35","30.93","24.53","10583.0","27.92","12.82","10.17","1791.0","4.73","2.17","1.72","37900.0","45.92","36.42"
"4","1989","14","Chhattisgarh","Bilaspur","28529.0","68.72","34.61","27.79","10592.0","25.51","12.85","10.32","2393.0","5.76","2.9","2.33","41514.0","50.36","40.43"
"4","1990","14","Chhattisgarh","Bilaspur","19286.0","71.16","23.29","17.95","6340.0","23.39","7.66","5.9","1476.0","5.45","1.78","1.37","27102.0","32.72","25.23"
"4","1991","14","Chhattisgarh","Bilaspur","20564.0","67.48","24.9","19.67","7753.0","25.44","9.39","7.42","2155.0","7.07","2.61","2.06","30472.0","36.9","29.15"
"4","1992","14","Chhattisgarh","Bilaspur","23281.0","67.16","28.2","22.68","8751.0","25.25","10.6","8.53","2631.0","7.59","3.19","2.56","34663.0","41.98","33.77"
"4","1993","14","Chhattisgarh","Bilaspur","25397.0","78.45","30.59","23.75","5899.0","18.22","7.11","5.52","1077.0","3.33","1.3","1.01","32373.0","38.99","30.27"
"4","1994","14","Chhattisgarh","Bilaspur","31389.0","79.32","37.92","28.91","7192.0","18.17","8.69","6.62","992.0","2.51","1.2","0.91","39573.0","47.81","36.45"
"4","1995","14","Chhattisgarh","Bilaspur","31389.0","79.32","37.84","30.59","7192.0","18.17","8.67","7.01","992.0","2.51","1.2","0.97","39573.0","47.7","38.57"
"4","1996","14","Chhattisgarh","Bilaspur","31389.0","79.32","37.92","29.28","7192.0","18.17","8.69","6.71","992.0","2.51","1.2","0.93","39573.0","47.8","36.92"
"4","1997","14","Chhattisgarh","Bilaspur","35067.0","75.07","42.5","34.48","9615.0","20.58","11.65","9.45","2029.0","4.34","2.46","2.0","46711.0","56.61","45.93"
"4","1998","14","Chhattisgarh","Bilaspur","41120.0","78.01","50.05","40.85","10152.0","19.26","12.36","10.09","1442.0","2.74","1.76","1.43","52714.0","64.16","52.37"
"4","1999","14","Chhattisgarh","Bilaspur","43567.0","72.5","52.87","42.07","13273.0","22.09","16.11","12.82","3254.0","5.42","3.95","3.14","60094.0","72.93","58.03"
"4","2000","14","Chhattisgarh","Bilaspur","36684.0","68.82","45.27","39.16","13876.0","26.03","17.13","14.81","2742.0","5.14","3.38","2.93","53302.0","65.78","56.89"
"4","2001","14","Chhattisgarh","Bilaspur","47381.0","70.5","57.81","48.54","16418.0","24.43","20.03","16.82","3412.0","5.08","4.16","3.5","67212.0","82.01","68.86"
"4","2002","14","Chhattisgarh","Bilaspur","44865.0","69.07","55.31","46.82","16255.0","25.02","20.04","16.96","3837.0","5.91","4.73","4.0","64958.0","80.07","67.78"
"4","2003","14","Chhattisgarh","Bilaspur","48851.0","75.55","59.81","48.86","11726.0","18.14","14.36","11.73","4082.0","6.31","5.0","4.08","64660.0","79.17","64.67"
"4","2004","14","Chhattisgarh","Bilaspur","61764.0","69.76","75.77","61.98","20201.0","22.82","24.78","20.27","6572.0","7.42","8.06","6.59","88537.0","108.61","88.84"
"4","2005","14","Chhattisgarh","Bilaspur","55417.0","73.55","68.16","55.38","14434.0","19.16","17.75","14.42","5494.0","7.29","6.76","5.49","75345.0","92.67","75.3"
"4","2006","14","Chhattisgarh","Bilaspur","60336.0","71.07","74.2","59.38","17875.0","21.06","21.98","17.59","6684.0","7.87","8.22","6.58","84895.0","104.41","83.55"
"4","2007","14","Chhattisgarh","Bilaspur","56764.0","74.04","69.89","56.86","14927.0","19.47","18.38","14.95","4979.0","6.49","6.13","4.99","76670.0","94.4","76.8"
"4","2008","14","Chhattisgarh","Bilaspur","51999.0","65.42","64.27","50.76","20056.0","25.23","24.79","19.58","7429.0","9.35","9.18","7.25","79484.0","98.25","77.6"
"4","2009","14","Chhattisgarh","Bilaspur","59188.0","64.33","73.53","60.68","25473.0","27.69","31.64","26.12","7339.0","7.98","9.12","7.52","92000.0","114.29","94.33"
"4","2010","14","Chhattisgarh","Bilaspur","60950.0","62.13","75.56","60.61","28184.0","28.73","34.94","28.03","8970.0","9.14","11.12","8.92","98104.0","121.62","97.55"
"4","2011","14","Chhattisgarh","Bilaspur","79347.0","67.09","98.63","76.9","29934.0","25.31","37.21","29.01","8989.0","7.6","11.17","8.71","118270.0","147.01","114.63"
"4","2012","14","Chhattisgarh","Bilaspur","76076.0","68.78","94.8","73.98","28892.0","26.12","36.0","28.1","5641.0","5.1","7.03","5.49","110609.0","137.83","107.56"
"4","2013","14","Chhattisgarh","Bilaspur","74396.0","70.4","92.64","73.89","25750.0","24.37","32.06","25.57","5532.0","5.24","6.89","5.49","105678.0","131.59","104.96"
"4","2014","14","Chhattisgarh","Bilaspur","77950.0","68.95","96.94","77.5","28868.0","25.54","35.9","28.7","6234.0","5.51","7.75","6.2","113052.0","140.59","112.41"
"4","2015","14","Chhattisgarh","Bilaspur","75540.0","65.29","94.25","74.9","32253.0","27.88","40.24","31.98","7910.0","6.84","9.87","7.84","115703.0","144.36","114.72"
"4","2016","14","Chhattisgarh","Bilaspur","83154.0","64.18","105.05","85.48","37732.0","29.12","47.67","38.79","8671.0","6.69","10.95","8.91","129557.0","163.68","133.17"
"4","2017","14","Chhattisgarh","Bilaspur","72926.0","66.57","-1.0","-1.0","29713.0","27.12","-1.0","-1.0","6915.0","6.31","-1.0","-1.0","109554.0","-1.0","-1.0"
"5","1966","14","Chhattisgarh","Raigarh","581.0","72.0","1.17","1.11","225.0","27.88","0.45","0.43","1.0","0.12","0.0","0.0","807.0","1.63","1.54"
"5","1967","14","Chhattisgarh","Raigarh","313.0","66.74","0.63","0.59","155.0","33.05","0.31","0.29","1.0","0.21","0.0","0.0","469.0","0.94","0.88"
"5","1968","14","Chhattisgarh","Raigarh","653.0","69.25","1.29","1.21","263.0","27.89","0.52","0.49","27.0","2.86","0.05","0.05","943.0","1.87","1.75"
"5","1969","14","Chhattisgarh","Raigarh","798.0","58.04","1.58","1.48","557.0","40.51","1.1","1.04","20.0","1.45","0.04","0.04","1375.0","2.72","2.56"
"5","1970","14","Chhattisgarh","Raigarh","1482.0","62.45","2.93","2.74","848.0","35.74","1.68","1.57","43.0","1.81","0.09","0.08","2373.0","4.7","4.39"
"5","1971","14","Chhattisgarh","Raigarh","1694.0","61.89","3.35","3.13","992.0","36.24","1.96","1.83","51.0","1.86","0.1","0.09","2737.0","5.41","5.05"
"5","1972","14","Chhattisgarh","Raigarh","2554.0","68.11","5.04","4.71","1056.0","28.16","2.08","1.95","140.0","3.73","0.28","0.26","3750.0","7.4","6.92"
"5","1973","14","Chhattisgarh","Raigarh","1690.0","60.31","3.33","3.09","963.0","34.37","1.9","1.76","149.0","5.32","0.29","0.27","2802.0","5.52","5.12"
"5","1974","14","Chhattisgarh","Raigarh","791.0","65.05","1.56","1.46","342.0","28.13","0.67","0.63","83.0","6.83","0.16","0.15","1216.0","2.4","2.24"
"5","1975","14","Chhattisgarh","Raigarh","1573.0","69.57","3.08","2.86","560.0","24.77","1.1","1.02","128.0","5.66","0.25","0.23","2261.0","4.43","4.11"
"5","1976","14","Chhattisgarh","Raigarh","1858.0","66.45","3.64","3.42","850.0","30.4","1.66","1.57","88.0","3.15","0.17","0.16","2796.0","5.47","5.15"
"5","1977","14","Chhattisgarh","Raigarh","2182.0","62.7","4.24","3.95","1154.0","33.16","2.24","2.09","144.0","4.14","0.28","0.26","3480.0","6.76","6.3"
"5","1978","14","Chhattisgarh","Raigarh","2964.0","66.25","5.73","5.35","1331.0","29.75","2.57","2.4","179.0","4.0","0.35","0.32","4474.0","8.65","8.08"
"5","1979","14","Chhattisgarh","Raigarh","2021.0","51.52","3.93","3.74","1644.0","41.91","3.2","3.05","258.0","6.58","0.5","0.48","3923.0","7.64","7.27"
"5","1980","14","Chhattisgarh","Raigarh","2477.0","61.01","4.78","4.48","1181.0","29.09","2.28","2.13","402.0","9.9","0.78","0.73","4060.0","7.83","7.34"
"5","1981","14","Chhattisgarh","Raigarh","3671.0","60.63","7.01","6.55","2147.0","35.46","4.1","3.83","237.0","3.91","0.45","0.42","6055.0","11.56","10.81"
"5","1982","14","Chhattisgarh","Raigarh","4431.0","66.36","8.43","7.97","2014.0","30.16","3.83","3.62","232.0","3.47","0.44","0.42","6677.0","12.7","12.02"
"5","1983","14","Chhattisgarh","Raigarh","4950.0","72.07","9.35","8.76","1678.0","24.43","3.17","2.97","240.0","3.49","0.45","0.42","6868.0","12.97","12.16"
"5","1984","14","Chhattisgarh","Raigarh","4337.0","65.55","8.16","7.68","1975.0","29.85","3.72","3.5","304.0","4.59","0.57","0.54","6616.0","12.45","11.71"
"5","1985","14","Chhattisgarh","Raigarh","6263.0","69.31","11.7","10.96","2310.0","25.56","4.31","4.04","463.0","5.12","0.86","0.81","9036.0","16.88","15.81"
"5","1986","14","Chhattisgarh","Raigarh","6876.0","65.78","12.64","11.88","2986.0","28.57","5.49","5.16","591.0","5.65","1.09","1.02","10453.0","19.22","18.07"
"5","1987","14","Chhattisgarh","Raigarh","8222.0","70.98","15.12","14.16","2677.0","23.11","4.92","4.61","685.0","5.91","1.26","1.18","11584.0","21.3","19.94"
"5","1988","14","Chhattisgarh","Raigarh","9634.0","64.72","17.61","16.57","4314.0","28.98","7.89","7.42","937.0","6.29","1.71","1.61","14885.0","27.21","25.6"
"5","1989","14","Chhattisgarh","Raigarh","11747.0","62.88","21.56","20.26","5688.0","30.44","10.44","9.81","1248.0","6.68","2.29","2.15","18683.0","34.29","32.22"
"5","1990","14","Chhattisgarh","Raigarh","11176.0","70.32","20.48","19.17","3409.0","21.45","6.25","5.85","1309.0","8.24","2.4","2.25","15894.0","29.12","27.26"
"5","1991","14","Chhattisgarh","Raigarh","11333.0","65.17","20.75","19.49","4614.0","26.53","8.45","7.93","1443.0","8.3","2.64","2.48","17390.0","31.84","29.9"
"5","1992","14","Chhattisgarh","Raigarh","13721.0","66.39","25.22","23.77","5589.0","27.04","10.27","9.68","1356.0","6.56","2.49","2.35","20666.0","37.98","35.8"
"5","1993","14","Chhattisgarh","Raigarh","12459.0","70.96","22.84","21.43","4044.0","23.03","7.41","6.95","1055.0","6.01","1.93","1.81","17558.0","32.19","30.19"
"5","1994","14","Chhattisgarh","Raigarh","14929.0","74.36","27.57","25.87","4241.0","21.12","7.83","7.35","908.0","4.52","1.68","1.57","20078.0","37.07","34.79"
"5","1995","14","Chhattisgarh","Raigarh","14929.0","74.36","27.63","25.95","4241.0","21.12","7.85","7.37","908.0","4.52","1.68","1.58","20078.0","37.16","34.9"
"5","1996","14","Chhattisgarh","Raigarh","14929.0","74.36","27.65","26.05","4241.0","21.12","7.85","7.4","908.0","4.52","1.68","1.58","20078.0","37.19","35.04"
"5","1997","14","Chhattisgarh","Raigarh","13341.0","68.56","24.79","23.32","4839.0","24.87","8.99","8.46","1278.0","6.57","2.37","2.23","19458.0","36.16","34.01"
"5","1998","14","Chhattisgarh","Raigarh","15974.0","71.62","29.76","28.4","5284.0","23.69","9.85","9.39","1045.0","4.69","1.95","1.86","22303.0","41.56","39.65"
"5","1999","14","Chhattisgarh","Raigarh","14690.0","61.6","27.5","25.81","7203.0","30.2","13.48","12.65","1956.0","8.2","3.66","3.44","23849.0","44.64","41.9"
"5","2000","14","Chhattisgarh","Raigarh","12035.0","55.37","22.57","21.3","7873.0","36.22","14.77","13.93","1826.0","8.4","3.42","3.23","21734.0","40.76","38.46"
"5","2001","14","Chhattisgarh","Raigarh","15844.0","64.36","29.77","27.88","7407.0","30.09","13.92","13.04","1365.0","5.55","2.56","2.4","24616.0","46.25","43.32"
"5","2002","14","Chhattisgarh","Raigarh","15304.0","68.68","28.75","26.77","5787.0","25.97","10.87","10.12","1193.0","5.35","2.24","2.09","22284.0","41.86","38.98"
"5","2003","14","Chhattisgarh","Raigarh","16907.0","67.53","31.78","28.92","6888.0","27.51","12.95","11.78","1241.0","4.96","2.33","2.12","25036.0","47.07","42.83"
"5","2004","14","Chhattisgarh","Raigarh","21776.0","69.33","41.17","37.85","7486.0","23.83","14.15","13.01","2148.0","6.84","4.06","3.73","31410.0","59.39","54.6"
"5","2005","14","Chhattisgarh","Raigarh","23120.0","65.32","43.95","40.27","9291.0","26.25","17.66","16.18","2982.0","8.43","5.67","5.19","35393.0","67.27","61.65"
"5","2006","14","Chhattisgarh","Raigarh","21975.0","65.25","41.78","38.27","8460.0","25.12","16.08","14.73","3245.0","9.63","6.17","5.65","33680.0","64.03","58.66"
"5","2007","14","Chhattisgarh","Raigarh","23067.0","65.5","43.93","40.2","9135.0","25.94","17.4","15.92","3014.0","8.56","5.74","5.25","35216.0","67.07","61.38"
"5","2008","14","Chhattisgarh","Raigarh","28705.0","63.76","54.81","50.23","11004.0","24.44","21.01","19.26","5309.0","11.79","10.14","9.29","45018.0","85.95","78.78"
"5","2009","14","Chhattisgarh","Raigarh","30471.0","62.66","58.63","53.97","13966.0","28.72","26.87","24.73","4195.0","8.63","8.07","7.43","48632.0","93.57","86.13"
"5","2010","14","Chhattisgarh","Raigarh","24194.0","56.79","46.86","43.07","13785.0","32.36","26.7","24.54","4622.0","10.85","8.95","8.23","42601.0","82.52","75.83"
"5","2011","14","Chhattisgarh","Raigarh","30099.0","64.95","58.5","53.82","14000.0","30.21","27.21","25.03","2241.0","4.84","4.36","4.01","46340.0","90.07","82.86"
"5","2012","14","Chhattisgarh","Raigarh","25807.0","66.99","50.2","46.25","10948.0","28.42","21.3","19.62","1767.0","4.59","3.44","3.17","38522.0","74.93","69.04"
"5","2013","14","Chhattisgarh","Raigarh","25812.0","65.37","50.49","46.42","11328.0","28.69","22.16","20.37","2344.0","5.94","4.58","4.22","39484.0","77.23","71.01"
"5","2014","14","Chhattisgarh","Raigarh","27928.0","63.92","56.19","51.39","11565.0","26.47","23.27","21.28","4197.0","9.61","8.44","7.72","43690.0","87.9","80.39"
"5","2015","14","Chhattisgarh","Raigarh","31033.0","63.22","62.17","57.02","14398.0","29.33","28.85","26.45","3660.0","7.46","7.33","6.72","49091.0","98.35","90.19"
"5","2016","14","Chhattisgarh","Raigarh","26660.0","53.27","52.09","47.84","17716.0","35.4","34.61","31.79","5672.0","11.33","11.08","10.18","50048.0","97.78","89.81"
"5","2017","14","Chhattisgarh","Raigarh","31282.0","64.35","-1.0","-1.0","13620.0","28.02","-1.0","-1.0","3707.0","7.63","-1.0","-1.0","48609.0","-1.0","-1.0"
"6","1966","14","Chhattisgarh","Surguja","69.0","73.4","0.14","0.13","25.0","26.6","0.05","0.05","0.0","0.0","0.0","0.0","94.0","0.19","0.17"
"6","1967","14","Chhattisgarh","Surguja","79.0","66.39","0.16","0.14","40.0","33.61","0.08","0.07","0.0","0.0","0.0","0.0","119.0","0.23","0.21"
"6","1968","14","Chhattisgarh","Surguja","130.0","36.11","0.25","0.22","169.0","46.94","0.32","0.29","61.0","16.94","0.12","0.11","360.0","0.69","0.62"
"6","1969","14","Chhattisgarh","Surguja","202.0","53.16","0.38","0.34","114.0","30.0","0.22","0.19","64.0","16.84","0.12","0.11","380.0","0.72","0.65"
"6","1970","14","Chhattisgarh","Surguja","259.0","62.26","0.49","0.43","107.0","25.72","0.2","0.18","50.0","12.02","0.09","0.08","416.0","0.78","0.7"
"6","1971","14","Chhattisgarh","Surguja","488.0","60.62","0.91","0.81","224.0","27.83","0.42","0.37","93.0","11.55","0.17","0.15","805.0","1.5","1.33"
"6","1972","14","Chhattisgarh","Surguja","764.0","60.59","1.41","1.25","372.0","29.5","0.69","0.61","125.0","9.91","0.23","0.2","1261.0","2.33","2.06"
"6","1973","14","Chhattisgarh","Surguja","752.0","53.95","1.37","1.21","497.0","35.65","0.91","0.8","145.0","10.4","0.26","0.23","1394.0","2.54","2.23"
"6","1974","14","Chhattisgarh","Surguja","541.0","55.72","0.99","0.87","346.0","35.63","0.63","0.55","84.0","8.65","0.15","0.13","971.0","1.78","1.55"
"6","1975","14","Chhattisgarh","Surguja","729.0","53.76","1.33","1.15","527.0","38.86","0.96","0.83","100.0","7.37","0.18","0.16","1356.0","2.48","2.13"
"6","1976","14","Chhattisgarh","Surguja","676.0","45.71","1.24","1.13","648.0","43.81","1.19","1.08","155.0","10.48","0.28","0.26","1479.0","2.71","2.47"
"6","1977","14","Chhattisgarh","Surguja","806.0","50.72","1.44","1.27","642.0","40.4","1.14","1.01","141.0","8.87","0.25","0.22","1589.0","2.83","2.5"
"6","1978","14","Chhattisgarh","Surguja","684.0","47.93","1.2","1.05","616.0","43.17","1.08","0.95","127.0","8.9","0.22","0.2","1427.0","2.5","2.2"
"6","1979","14","Chhattisgarh","Surguja","494.0","47.64","0.93","0.84","487.0","46.96","0.92","0.83","56.0","5.4","0.11","0.09","1037.0","1.95","1.76"
"6","1980","14","Chhattisgarh","Surguja","927.0","50.38","1.68","1.49","740.0","40.22","1.34","1.19","173.0","9.4","0.31","0.28","1840.0","3.33","2.95"
"6","1981","14","Chhattisgarh","Surguja","961.0","50.58","1.73","1.55","781.0","41.11","1.4","1.26","158.0","8.32","0.28","0.26","1900.0","3.42","3.07"
"6","1982","14","Chhattisgarh","Surguja","944.0","51.44","1.66","1.48","768.0","41.85","1.35","1.2","123.0","6.7","0.22","0.19","1835.0","3.23","2.87"
"6","1983","14","Chhattisgarh","Surguja","1529.0","55.7","2.63","2.32","1055.0","38.43","1.81","1.6","161.0","5.87","0.28","0.24","2745.0","4.72","4.17"
"6","1984","14","Chhattisgarh","Surguja","1825.0","51.28","3.1","2.73","1516.0","42.6","2.57","2.27","218.0","6.13","0.37","0.33","3559.0","6.04","5.33"
"6","1985","14","Chhattisgarh","Surguja","2406.0","50.09","4.05","3.55","2171.0","45.2","3.66","3.2","226.0","4.71","0.38","0.33","4803.0","8.09","7.08"
"6","1986","14","Chhattisgarh","Surguja","2667.0","51.43","4.49","3.9","2195.0","42.33","3.7","3.21","324.0","6.25","0.55","0.47","5186.0","8.74","7.59"
